round,cards_remaining,markov_normal.decision_time_ms,markov_normal.decisions,markov_normal.result,markov_normal.capital_change,markov_arriesgado.decision_time_ms,markov_arriesgado.decisions,markov_arriesgado.result,markov_arriesgado.capital_change,markov_umbral.decision_time_ms,markov_umbral.decisions,markov_umbral.result,markov_umbral.capital_change,markov_hibrido.decision_time_ms,markov_hibrido.decisions,markov_hibrido.result,markov_hibrido.capital_change,hilo.decision_time_ms,hilo.decisions,hilo.result,hilo.capital_change,aleatorio1.decision_time_ms,aleatorio1.decisions,aleatorio1.result,aleatorio1.capital_change,aleatorio2.decision_time_ms,aleatorio2.decisions,aleatorio2.result,aleatorio2.capital_change,randomforest.decision_time_ms,randomforest.decisions,randomforest.result,randomforest.capital_change,markov_politica.decision_time_ms,markov_politica.decisions,markov_politica.result,markov_politica.capital_change
4325,42,0,1,1,7,543,1,-1,-10,1,1,0,0,7,1,0,0,0,1,-1,-5,0,1,0,0,0,1,0,0,37,1,0,0,0,0,0,0
4326,186,105,1,-1,-5,528,1,-1,-5,1,1,-1,-5,5,1,-1,-10,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,37,1,-1,-5,0,0,0,0
4327,163,3,1,-1,-5,2,1,0,0,4,1,-1,-10,7,2,-1,-5,0,2,0,0,0,1,-1,-10,0,2,-1,-5,39,1,-1,-5,0,0,0,0
4328,139,657,2,-1,-5,208,1,0,0,3,1,-1,-5,8,1,0,0,0,1,0,0,0,1,-1,-10,0,1,-1,-5,36,1,-1,-5,0,0,0,0
4329,116,9,1,-1,-3,14,1,0,0,5,1,0,0,9,3,-1,-10,0,3,0,0,0,2,-1,-5,0,4,-1,-10,75,2,-1,-5,0,0,0,0
4330,85,37,2,-1,-5,23,1,-1,-10,1,1,-1,-5,4,1,-1,-5,0,1,-1,-55,0,1,-1,-3,0,1,-1,-3,38,1,-1,-5,0,0,0,0
4331,65,12,1,-1,-3,16,1,-1,-3,13,2,-1,-5,0,1,-1,-5,0,1,-1,-45,0,1,-1,-10,0,1,-1,-3,35,1,-1,-5,0,0,0,0
4332,44,2,1,1,5,7,1,-1,-5,0,3,1,5,3,2,-1,-5,0,1,1,45,0,1,-1,-3,0,1,-1,-3,38,1,1,5,0,0,0,0
4333,20,113,1,1,10,119,3,1,20,1,1,1,5,22,7,1,20,0,1,1,5,0,1,-1,-5,0,1,-1,-3,37,1,1,5,0,0,0,0
4334,177,0,1,0,0,75,2,-1,-5,10,2,-1,-5,9,2,-1,-5,0,1,-1,-5,0,1,-1,-10,0,1,-1,-5,75,2,-1,-5,0,0,0,0
4335,152,85,1,1,10,56,3,1,5,5,1,1,10,5,1,1,5,0,1,-1,-5,0,1,1,5,0,1,-1,-10,76,2,1,5,0,0,0,0
4336,126,212,1,1,5,940,3,1,5,1,1,1,5,3,1,1,5,0,3,1,10,0,1,-1,-3,0,1,-1,-3,36,1,1,5,0,0,0,0
4337,101,5,1,0,0,8,1,-1,-3,2,1,-1,-3,6,1,-1,-10,0,2,0,0,0,2,0,0,0,1,-1,-3,36,1,0,0,0,0,0,0
4338,80,145,1,1,10,150,1,1,10,7,1,1,10,0,1,1,7,0,2,1,55,0,1,1,10,0,1,1,5,38,1,1,5,0,0,0,0
4339,55,31,1,1,5,0,1,1,7,1,5,1,15,1,1,1,5,0,1,1,60,0,1,1,5,0,1,1,5,39,1,1,5,0,0,0,0
4340,32,244,1,-1,-3,244,1,-1,-3,2,1,-1,-3,20,3,0,0,0,1,0,0,0,1,-1,-3,0,1,-1,-5,37,1,-1,-3,0,0,0,0
4341,187,675,2,-1,-5,528,1,-1,-5,3,2,0,0,1,1,0,0,0,1,-1,-10,0,1,-1,-5,0,1,0,0,36,1,0,0,0,0,0,0
4342,164,168,3,1,5,250,2,1,5,12,1,1,10,8,3,1,10,0,2,1,5,0,2,1,5,0,1,1,10,36,1,1,5,0,0,0,0
4343,136,90,2,0,0,0,1,1,7,12,2,-1,-5,1,1,0,0,0,1,-1,-40,0,2,0,0,0,1,-1,-5,39,1,0,0,0,0,0,0
4344,113,0,1,1,7,23,1,-1,-5,2,2,0,0,14,2,0,0,0,1,-1,-20,0,1,0,0,0,1,0,0,75,2,-1,-5,0,0,0,0
4345,89,167,1,-1,-5,293,1,0,0,3,1,-1,-5,3,1,-1,-5,0,1,-1,-20,0,1,-1,-5,0,1,1,7,39,1,-1,-10,0,0,0,0
4346,67,163,1,-1,-5,193,1,-1,-5,7,1,-1,-10,3,1,-1,-5,0,1,-1,-60,0,1,-1,-3,0,1,-1,-10,37,1,0,0,0,0,0,0
4347,45,316,1,-1,-5,422,1,-1,-5,3,1,-1,-5,3,1,-1,-5,0,1,0,0,0,1,0,0,0,1,-1,-3,37,1,-1,-5,0,0,0,0
4348,189,213,1,1,10,115,3,1,5,0,1,1,5,1,1,1,5,0,1,1,7,0,1,1,5,0,1,1,5,34,1,1,5,0,0,0,0
4349,167,67,1,-1,-5,12,1,0,0,1,1,-1,-5,2,2,-1,-5,0,1,-1,-5,0,1,-1,-10,0,1,-1,-10,39,1,1,7,0,0,0,0
4350,143,212,1,-1,-5,105,1,-1,-5,5,1,0,0,1,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,38,1,0,0,0,0,0,0
4351,123,1141,1,1,5,1141,2,1,5,5,1,1,5,0,1,1,7,0,2,1,5,0,1,1,10,0,1,1,5,74,2,1,5,0,0,0,0
4352,99,20,1,1,5,11,1,-1,-5,5,1,1,5,2,1,-1,-5,0,3,-1,-5,0,1,-1,-3,0,2,1,5,38,1,1,5,0,0,0,0
4353,74,315,1,-1,-5,414,1,-1,-5,2,2,-1,-5,17,3,-1,-5,0,2,-1,-5,0,1,-1,-3,0,2,-1,-5,38,1,-1,-5,0,0,0,0
4354,49,26,2,-1,-5,39,1,-1,-5,3,2,-1,-5,7,3,0,0,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,110,3,-1,-5,0,0,0,0
4355,20,47,1,1,10,68,1,1,10,2,1,1,5,7,1,1,10,0,1,1,5,0,1,1,10,0,1,-1,-10,37,1,1,5,0,0,0,0
4356,183,0,1,1,7,25,1,-1,-3,15,5,0,0,2,1,-1,-5,0,2,0,0,0,2,0,0,0,2,0,0,108,3,0,0,0,0,0,0
4357,155,180,1,1,5,726,2,1,5,3,1,1,5,3,1,-1,-5,0,1,1,5,0,1,-1,-10,0,1,1,5,36,1,1,5,0,0,0,0
4358,133,521,2,0,0,943,1,-1,-5,0,1,1,7,1,1,0,0,0,1,-1,-5,0,1,-1,-10,0,1,-1,-5,36,1,-1,-10,0,0,0,0
4359,111,0,1,1,5,22,1,1,10,8,1,1,10,13,1,1,10,0,1,1,5,0,2,1,5,0,1,1,5,38,1,1,5,0,0,0,0
4360,88,209,1,0,0,210,1,0,0,3,1,-1,-5,5,1,-1,-10,0,1,-1,-10,0,1,-1,-5,0,2,0,0,39,1,-1,-5,0,0,0,0
4361,66,31,2,-1,-5,32,1,0,0,1,1,-1,-5,6,3,0,0,0,1,-1,-5,0,1,0,0,0,1,-1,-10,74,2,-1,-5,0,0,0,0
4362,41,9,1,-1,-3,16,1,-1,-5,8,3,0,0,3,2,0,0,0,1,1,7,0,3,-1,-15,0,2,0,0,38,1,0,0,0,0,0,0
4363,182,0,1,1,7,9,2,0,0,0,1,1,7,0,1,-1,-5,0,2,-1,-5,0,1,-1,-5,0,1,-1,-10,38,1,-1,-5,0,0,0,0
4364,157,398,1,-1,-3,734,1,-1,-3,6,2,-1,-5,0,1,0,0,0,2,-1,-5,0,1,-1,-5,0,1,-1,-10,36,1,-1,-5,0,0,0,0
4365,135,0,1,1,7,61,3,1,5,4,1,1,5,0,1,1,7,0,1,1,10,0,1,-1,-3,0,1,1,10,114,3,1,5,0,0,0,0
4366,110,66,1,1,5,117,1,1,10,1,1,1,5,0,1,1,7,0,1,1,10,0,1,1,7,0,1,-1,-3,37,1,1,10,0,0,0,0
4367,87,2,1,1,5,3,1,-1,-5,2,2,-1,-5,6,2,1,5,0,1,1,5,0,1,1,5,0,1,-1,-3,73,2,1,5,0,0,0,0
4368,63,786,1,0,0,563,2,-1,-5,1,1,-1,-5,3,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,37,1,-1,-5,0,0,0,0
4369,40,0,1,1,7,24,2,0,0,10,3,-1,-5,7,1,-1,-10,0,1,-1,-5,0,1,-1,-5,0,1,0,0,39,1,-1,-5,0,0,0,0
4370,181,439,1,-1,-5,440,1,-1,-5,7,1,-1,-10,1,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,50,1,-1,-5,0,0,0,0
4371,160,9,1,-1,-3,16,2,0,0,3,1,0,0,4,1,0,0,0,2,0,0,0,1,-1,-3,0,2,0,0,111,3,0,0,0,0,0,0
4372,136,0,1,1,7,2,1,-1,-5,4,1,1,5,10,2,1,5,0,3,1,10,0,1,1,5,0,1,-1,-3,39,1,1,5,0,0,0,0
4373,112,72,2,-1,-5,49,2,0,0,6,1,-1,-10,3,1,-1,-5,0,1,1,7,0,1,-1,-3,0,2,-1,-5,35,1,-1,-5,0,0,0,0
4374,86,9,1,-1,-3,17,1,0,0,1,1,-1,-5,2,2,-1,-5,0,2,-1,-5,0,1,-1,-3,0,1,-1,-5,39,1,1,7,0,0,0,0
4375,65,0,1,1,7,5,1,0,0,1,1,-1,-5,4,1,0,0,0,1,1,7,0,1,-1,-5,0,1,-1,-5,37,1,-1,-5,0,0,0,0
4376,46,10,1,-1,-3,29,2,1,5,7,3,1,5,0,1,1,5,0,1,1,5,0,1,1,5,0,1,-1,-3,76,2,1,5,0,0,0,0
4377,184,106,3,1,5,65,1,-1,-5,3,1,-1,-5,15,3,1,15,0,2,1,5,0,1,1,10,0,1,1,5,37,1,1,10,0,0,0,0
4378,154,16,2,-1,-5,5,1,-1,-3,4,1,0,0,3,2,-1,-5,0,1,-1,-30,0,1,-1,-5,0,1,-1,-10,77,2,0,0,0,0,0,0
4379,131,34,2,-1,-5,62,2,-1,-5,6,4,-1,-5,12,2,-1,-5,0,1,-1,-30,0,1,-1,-5,0,1,-1,-3,112,3,0,0,0,0,0,0
4380,101,3,1,1,5,5,1,-1,-3,6,2,-1,-5,11,2,1,5,0,2,-1,-15,0,1,1,10,0,1,1,10,38,1,1,5,0,0,0,0
4381,75,216,1,1,5,398,1,1,10,0,1,1,7,0,1,1,7,0,1,1,35,0,2,1,5,0,1,1,5,36,1,1,5,0,0,0,0
4382,53,5,1,-1,-3,7,2,-1,-5,4,1,0,0,0,1,-1,-5,0,3,0,0,0,1,0,0,0,1,-1,-3,37,1,-1,-3,0,0,0,0
4383,31,26,1,1,5,13,1,1,5,1,1,1,5,5,2,-1,-5,0,1,-1,-5,0,1,1,7,0,1,1,10,35,1,-1,-5,0,0,0,0
4384,183,66,1,-1,-5,65,1,-1,-5,5,1,-1,-10,5,1,-1,-10,0,1,-1,-5,0,1,0,0,0,1,-1,-5,36,1,-1,-5,0,0,0,0
4385,161,361,1,-1,-5,0,1,0,0,6,1,-1,-5,2,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,37,1,-1,-5,0,0,0,0
4386,140,238,1,-1,-3,318,2,0,0,5,1,0,0,1,1,-1,-3,0,1,-1,-25,0,1,-1,-5,0,1,-1,-5,38,1,0,0,0,0,0,0
4387,120,43,2,-1,-5,20,1,0,0,5,1,0,0,4,1,0,0,0,1,-1,-3,0,2,-1,-5,0,1,-1,-5,110,3,0,0,0,0,0,0
4388,96,8,1,1,5,24,1,1,5,1,2,1,5,2,2,1,5,0,1,-1,-3,0,1,1,5,0,1,1,10,39,1,1,5,0,0,0,0
4389,74,11,2,0,0,16,2,-1,-5,6,3,0,0,3,2,0,0,0,3,-1,-5,0,1,0,0,0,1,-1,-5,40,1,-1,-5,0,0,0,0
4390,46,80,1,-1,-5,139,1,0,0,0,1,0,0,7,2,-1,-5,0,1,0,0,0,1,-1,-10,0,1,-1,-3,72,2,0,0,0,0,0,0
4391,22,189,1,-1,-10,61,1,0,0,2,1,-1,-5,21,3,-1,-5,0,1,0,0,0,1,-1,-5,0,4,0,0,33,1,-1,-5,0,0,0,0
4392,183,24,1,-1,-5,30,1,1,10,1,1,-1,-5,4,1,1,10,0,3,-1,-25,0,1,-1,-3,0,1,1,10,71,2,-1,-5,0,0,0,0
4393,154,102,3,0,0,32,1,0,0,4,1,0,0,8,1,-1,-5,0,2,0,0,0,1,-1,-5,0,1,-1,-10,35,1,0,0,0,0,0,0
4394,131,33,2,-1,-5,15,1,-1,-3,2,1,-1,-3,1,1,-1,-5,0,1,-1,-85,0,1,-1,-3,0,1,-1,-5,34,1,-1,-3,0,0,0,0
4395,111,457,1,-1,-10,524,1,-1,-10,1,1,0,0,10,1,-1,-10,0,1,0,0,0,1,-1,-3,0,1,-1,-5,45,1,-1,-5,0,0,0,0
4396,89,77,4,0,0,7,1,0,0,2,2,-1,-5,1,1,-1,-5,0,1,-1,-150,0,1,-1,-10,0,4,-1,-5,36,1,-1,-3,0,0,0,0
4397,59,0,1,1,7,1,1,0,0,0,1,-1,-3,4,1,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-3,32,1,-1,-5,0,0,0,0
4398,39,2,1,0,0,2,1,0,0,0,1,0,0,0,1,-1,-5,0,1,0,0,0,1,-1,-10,0,1,-1,-3,106,3,-1,-5,0,0,0,0
4399,14,156,1,1,5,79,1,1,10,3,1,1,5,2,1,1,5,0,1,1,7,0,1,1,5,0,1,-1,-3,33,1,1,5,0,0,0,0
4400,187,2,1,1,5,10,1,-1,-3,0,1,1,7,5,1,1,10,0,4,1,5,0,2,1,5,0,1,1,5,34,1,-1,-3,0,0,0,0
4401,163,9,2,0,0,23,2,0,0,8,2,0,0,2,1,-1,-5,0,2,0,0,0,2,0,0,0,2,0,0,33,1,-1,-3,0,0,0,0
4402,138,0,1,1,7,0,1,1,5,1,1,1,5,3,1,1,5,0,1,1,15,0,2,1,5,0,1,1,5,22,1,1,10,0,0,0,0
4403,116,24,3,-1,-5,40,2,-1,-5,10,3,0,0,2,1,-1,-5,0,1,0,0,0,1,-1,-10,0,1,-1,-10,71,2,-1,-5,0,0,0,0
4404,89,0,1,1,7,7,2,-1,-5,10,2,-1,-5,0,1,1,7,0,1,0,0,0,1,-1,-3,0,3,0,0,32,1,0,0,0,0,0,0
4405,65,13,1,1,5,8,1,1,5,2,1,-1,-5,1,1,1,5,0,1,1,5,0,1,-1,-5,0,1,1,10,34,1,-1,-5,0,0,0,0
4406,42,6,2,-1,-5,7,1,-1,-5,4,1,0,0,2,2,-1,-5,0,2,0,0,0,1,-1,-3,0,1,0,0,71,2,-1,-5,0,0,0,0
4407,19,15,1,-1,-5,16,4,1,5,8,2,-1,-5,0,1,1,7,0,2,1,5,0,1,1,5,0,1,1,10,64,2,1,5,0,0,0,0
4408,180,2,1,-1,-5,5,1,-1,-3,8,2,-1,-5,2,1,-1,-5,0,2,0,0,0,1,-1,-5,0,1,-1,-3,99,3,-1,-5,0,0,0,0
4409,156,3,1,-1,-3,2,1,-1,-3,1,1,-1,-5,1,1,-1,-3,0,4,-1,-15,0,1,-1,-10,0,1,-1,-5,33,1,-1,-3,0,0,0,0
4410,132,633,1,1,5,355,1,1,5,2,1,1,5,2,1,1,5,0,2,1,5,0,1,1,7,0,1,-1,-5,34,1,1,5,0,0,0,0
4411,109,15,1,0,0,3,1,-1,-3,2,1,-1,-5,8,2,-1,-5,0,2,0,0,0,1,-1,-5,0,1,-1,-5,38,1,0,0,0,0,0,0
4412,87,13,1,-1,-3,14,1,-1,-5,1,2,0,0,5,3,0,0,0,1,-1,-5,0,1,0,0,0,2,-1,-5,33,1,-1,-5,0,0,0,0
4413,64,146,2,0,0,503,2,0,0,8,1,0,0,5,1,0,0,0,1,-1,-5,0,1,-1,-5,0,1,0,0,31,1,0,0,0,0,0,0
4414,41,14,1,-1,-3,0,1,0,0,1,2,0,0,9,3,0,0,0,1,-1,-3,0,1,0,0,0,1,-1,-5,69,2,0,0,0,0,0,0
4415,18,322,2,0,0,106,1,-1,-5,8,1,-1,-10,1,1,0,0,0,1,0,0,0,1,-1,-5,0,2,-1,-5,33,1,0,0,0,0,0,0
4416,184,337,1,-1,-3,422,1,-1,-3,1,1,-1,-3,5,1,0,0,0,1,-1,-8,0,1,-1,-5,0,1,-1,-3,33,1,-1,-3,0,0,0,0
4417,166,2011,3,-1,-5,1254,1,-1,-5,9,2,0,0,6,1,0,0,0,1,0,0,0,1,-1,-3,0,1,-1,-5,34,1,-1,-5,0,0,0,0
4418,143,10,1,-1,-3,15,1,-1,-5,0,1,1,7,7,1,-1,-5,0,1,-1,-40,0,1,-1,-5,0,2,0,0,35,1,-1,-5,0,0,0,0
4419,123,45,2,0,0,54,2,0,0,4,1,-1,-10,8,1,0,0,0,3,0,0,0,1,-1,-5,0,1,-1,-5,65,2,0,0,0,0,0,0
4420,97,0,1,-1,-3,0,1,0,0,13,2,0,0,11,2,-1,-5,0,3,-1,-20,0,1,-1,-5,0,1,-1,-3,35,1,0,0,0,0,0,0
4421,74,419,1,-1,-10,0,1,0,0,8,2,0,0,13,4,0,0,0,1,-1,-10,0,1,-1,-5,0,1,-1,-3,35,1,1,7,0,0,0,0
4422,49,125,1,-1,-5,0,1,1,7,7,1,0,0,8,1,-1,-10,0,1,-1,-10,0,1,-1,-5,0,1,1,7,88,2,-1,-5,0,0,0,0
4423,184,0,1,1,7,225,1,1,5,0,2,1,5,2,1,1,5,0,1,1,10,0,1,1,5,0,2,1,5,36,1,1,10,0,0,0,0
4424,161,126,1,-1,-5,184,3,0,0,11,3,-1,-5,2,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,27,1,-1,-5,0,0,0,0
4425,138,5,1,0,0,21,1,-1,-5,9,2,0,0,2,1,-1,-5,0,1,0,0,0,1,1,7,0,1,-1,-3,25,1,-1,-5,0,0,0,0
4426,116,0,1,1,7,118,1,1,10,5,3,1,15,8,1,1,10,0,1,1,5,0,1,-1,-5,0,1,1,5,66,2,1,5,0,0,0,0
4427,90,9,1,-1,-5,3,1,1,5,4,2,1,5,6,1,1,5,0,1,1,35,0,1,1,5,0,1,1,10,39,1,-1,-3,0,0,0,0
4428,68,16,3,0,0,21,2,-1,-5,2,1,0,0,0,1,1,7,0,2,0,0,0,2,-1,-5,0,1,-1,-3,79,2,-1,-5,0,0,0,0
4429,42,5,1,-1,-5,4,1,-1,-5,2,1,-1,-3,5,1,0,0,0,1,0,0,0,1,-1,-10,0,1,-1,-5,37,1,-1,-5,0,0,0,0
4430,20,48,2,0,0,24,2,0,0,13,4,-1,-5,16,3,0,0,0,1,0,0,0,3,-1,-10,0,1,-1,-5,33,1,-1,-5,0,0,0,0
4431,176,39,1,0,0,13,1,0,0,8,2,-1,-5,2,2,0,0,0,1,0,0,0,3,0,0,0,1,-1,-10,36,1,0,0,0,0,0,0
4432,152,534,1,-1,-5,1056,2,-1,-5,4,2,0,0,2,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,33,1,1,7,0,0,0,0
4433,130,6,2,0,0,29,3,-1,-5,3,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,0,1,-1,-3,37,1,-1,-5,0,0,0,0
4434,107,1064,1,0,0,931,1,-1,-5,8,1,-1,-10,3,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,3,-1,-5,39,1,-1,-5,0,0,0,0
4435,82,271,3,1,5,128,1,1,5,2,1,1,5,4,1,1,10,0,1,1,10,0,1,-1,-3,0,1,1,7,32,1,1,7,0,0,0,0
4436,60,63,1,1,5,0,1,1,5,1,1,1,5,21,3,1,5,0,1,1,5,0,1,1,5,0,1,1,7,34,1,1,5,0,0,0,0
4437,39,3,1,-1,-5,5,1,-1,-3,0,1,0,0,3,2,0,0,0,1,-1,-10,0,1,0,0,0,1,0,0,74,2,0,0,0,0,0,0
4438,185,61,3,0,0,4,1,-1,-5,17,3,0,0,1,1,-1,-5,0,1,0,0,0,1,-1,-3,0,1,-1,-3,156,3,-1,-5,0,0,0,0
4439,158,363,3,0,0,163,1,-1,-5,2,1,-1,-3,9,2,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,37,1,-1,-3,0,0,0,0
4440,135,26,3,1,5,9,1,-1,-3,12,2,-1,-5,7,2,1,5,0,1,1,5,0,1,-1,-3,0,1,-1,-3,31,1,-1,-3,0,0,0,0
4441,111,0,1,0,0,22,2,0,0,2,2,-1,-5,1,1,-1,-5,0,1,1,52,0,1,-1,-3,0,1,-1,-10,66,2,-1,-5,0,0,0,0
4442,89,75,1,-1,-5,67,1,-1,-5,1,1,-1,-5,10,3,1,7,0,1,-1,-10,0,1,-1,-5,0,1,-1,-5,33,1,1,7,0,0,0,0
4443,68,2,1,0,0,7,3,0,0,1,1,-1,-5,9,2,-1,-5,0,1,0,0,0,1,-1,-10,0,1,0,0,101,3,-1,-5,0,0,0,0
4444,43,1,1,0,0,0,1,-1,-5,0,1,-1,-5,0,1,0,0,0,1,-1,-3,0,2,-1,-5,0,3,-1,-10,99,3,-1,-5,0,0,0,0
4445,20,3,1,1,5,9,1,-1,-3,1,2,1,5,2,2,1,5,0,2,1,5,0,1,1,5,0,1,1,5,102,3,1,5,0,0,0,0
4446,184,44,2,-1,-5,13,1,1,5,0,1,1,5,5,2,-1,-5,0,1,1,30,0,1,1,5,0,1,-1,-3,35,1,1,5,0,0,0,0
4447,160,12,1,0,0,0,1,1,7,12,3,0,0,5,1,0,0,0,1,1,15,0,1,-1,-5,0,1,-1,-10,69,2,0,0,0,0,0,0
4448,137,193,2,0,0,187,1,-1,-5,3,1,-1,-5,1,1,-1,-5,0,2,-1,-5,0,1,-1,-5,0,1,-1,-5,36,1,-1,-5,0,0,0,0
4449,116,11,2,-1,-5,3,1,0,0,0,1,1,7,4,2,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-5,74,2,0,0,0,0,0,0
4450,90,102,2,-1,-5,110,1,0,0,3,2,-1,-5,1,1,-1,-5,0,1,0,0,0,1,-1,-10,0,1,-1,-3,34,1,-1,-5,0,0,0,0
4451,69,859,2,-1,-5,508,2,-1,-5,1,2,-1,-5,2,1,-1,-5,0,2,-1,-5,0,1,-1,-5,0,1,-1,-5,33,1,-1,-5,0,0,0,0
4452,45,19,2,0,0,7,1,0,0,1,2,-1,-5,0,1,0,0,0,1,0,0,0,1,-1,-3,0,2,0,0,73,2,-1,-5,0,0,0,0
4453,23,304,1,-1,-3,304,2,-1,-5,13,2,-1,-5,22,3,-1,-5,0,2,-1,-5,0,1,-1,-10,0,1,-1,-5,33,1,0,0,0,0,0,0
4454,183,15,1,-1,-5,29,1,0,0,1,2,-1,-5,0,1,1,7,0,1,0,0,0,1,-1,-5,0,2,-1,-5,32,1,-1,-5,0,0,0,0
4455,159,332,4,1,15,112,1,1,5,3,1,1,5,3,1,1,5,0,1,1,15,0,1,1,5,0,2,-1,-5,32,1,1,5,0,0,0,0
4456,134,15,1,-1,-3,23,1,-1,-10,0,1,-1,-5,0,1,-1,-5,0,1,-1,-20,0,1,-1,-5,0,1,-1,-3,33,1,-1,-3,0,0,0,0
4457,115,7,1,-1,-5,44,2,-1,-5,9,2,-1,-5,4,1,-1,-5,0,1,-1,-15,0,1,-1,-3,0,1,-1,-3,67,2,0,0,0,0,0,0
4458,92,301,1,1,5,547,2,1,5,3,1,1,5,1,1,1,5,0,1,1,10,0,3,1,5,0,1,1,5,34,1,1,10,0,0,0,0
4459,69,146,3,-1,-5,71,1,-1,-5,1,1,-1,-5,8,3,-1,-10,0,2,0,0,0,1,-1,-5,0,1,-1,-5,33,1,-1,-10,0,0,0,0
4460,44,102,1,1,5,96,1,1,5,0,1,1,5,16,5,1,15,0,1,1,40,0,1,1,10,0,1,1,7,33,1,1,5,0,0,0,0
4461,19,26,2,-1,-5,11,1,-1,-5,4,1,-1,-10,4,2,-1,-5,0,1,0,0,0,1,-1,-10,0,1,-1,-5,115,3,0,0,0,0,0,0
4462,181,7,1,0,0,46,1,0,0,6,2,-1,-5,4,1,0,0,0,1,0,0,0,1,0,0,0,1,-1,-5,98,3,0,0,0,0,0,0
4463,156,225,5,-1,-20,116,1,-1,-10,3,1,-1,-5,11,1,-1,-10,0,1,-1,-55,0,1,-1,-3,0,1,-1,-3,33,1,-1,-5,0,0,0,0
4464,130,23,1,0,0,66,1,-1,-5,1,1,-1,-5,3,1,-1,-5,0,1,0,0,0,1,-1,-10,0,2,-1,-3,64,2,-1,-5,0,0,0,0
4465,107,133,1,0,0,154,1,0,0,10,1,-1,-10,1,1,-1,-5,0,1,0,0,0,1,-1,-5,0,2,-1,-5,69,2,-1,-5,0,0,0,0
4466,83,0,1,1,7,54,1,-1,-5,5,1,0,0,0,1,0,0,0,2,-1,-115,0,3,-1,-5,0,1,0,0,32,1,0,0,0,0,0,0
4467,58,30,1,1,5,0,1,1,7,2,1,1,5,9,3,1,10,0,1,1,105,0,2,1,5,0,2,-1,-5,35,1,1,10,0,0,0,0
4468,33,63,1,-1,-5,185,1,-1,-5,6,3,-1,-15,1,1,-1,-5,0,1,-1,-5,0,1,-1,-10,0,1,0,0,33,1,-1,-5,0,0,0,0
4469,184,14,1,-1,-3,41,2,-1,-5,2,2,0,0,4,1,-1,-10,0,2,0,0,0,1,-1,-10,0,1,0,0,66,2,0,0,0,0,0,0
4470,158,264,1,-1,-10,60,1,-1,-5,5,1,-1,-10,4,1,-1,-5,0,1,-1,-10,0,1,-1,-3,0,1,-1,-5,32,1,1,7,0,0,0,0
4471,137,6,1,-1,-3,12,2,0,0,4,1,0,0,0,1,1,7,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,65,2,-1,-5,0,0,0,0
4472,115,109,1,-1,-5,62,1,-1,-5,2,1,-1,-5,8,1,-1,-10,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,31,1,-1,-5,0,0,0,0
4473,93,867,1,0,0,558,1,-1,-5,3,1,-1,-5,6,1,-1,-10,0,1,0,0,0,1,0,0,0,1,-1,-10,75,2,-1,-5,0,0,0,0
4474,67,103,1,1,5,49,1,1,5,0,1,1,5,32,9,1,25,0,1,1,55,0,4,-1,-5,0,1,1,10,33,1,1,5,0,0,0,0
4475,34,2,1,0,0,9,1,-1,-3,4,1,0,0,9,3,0,0,0,2,-1,-5,0,1,-1,-10,0,1,-1,-10,36,1,1,7,0,0,0,0
4476,185,7,1,-1,-3,0,1,1,7,0,1,-1,-5,2,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-5,36,1,-1,-5,0,0,0,0
4477,165,493,3,1,5,384,1,1,5,5,2,1,5,10,1,1,5,0,1,1,5,0,2,1,5,0,2,1,5,36,1,1,5,0,0,0,0
4478,141,16,1,0,0,0,1,0,0,4,1,0,0,5,2,0,0,0,2,0,0,0,1,-1,-5,0,1,-1,-10,35,1,-1,-5,0,0,0,0
4479,118,311,1,-1,-3,542,2,-1,-5,5,1,0,0,8,2,-1,-5,0,2,-1,-5,0,1,-1,-3,0,1,-1,-10,107,3,0,0,0,0,0,0
4480,90,45,2,1,5,20,2,1,5,12,3,1,5,1,1,-1,-5,0,1,1,10,0,1,1,5,0,2,1,5,34,1,-1,-5,0,0,0,0
4481,63,30,1,-1,-3,0,1,0,0,3,2,-1,-5,2,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-10,34,1,-1,-3,0,0,0,0
4482,41,158,1,-1,-5,74,1,-1,-5,1,1,-1,-5,3,1,-1,-5,0,1,-1,-5,0,1,-1,-10,0,1,-1,-5,36,1,-1,-10,0,0,0,0
