round,cards_remaining,markov_normal.decision_time_ms,markov_normal.decisions,markov_normal.result,markov_normal.capital_change,markov_arriesgado.decision_time_ms,markov_arriesgado.decisions,markov_arriesgado.result,markov_arriesgado.capital_change,markov_umbral.decision_time_ms,markov_umbral.decisions,markov_umbral.result,markov_umbral.capital_change,markov_hibrido.decision_time_ms,markov_hibrido.decisions,markov_hibrido.result,markov_hibrido.capital_change,hilo.decision_time_ms,hilo.decisions,hilo.result,hilo.capital_change,aleatorio1.decision_time_ms,aleatorio1.decisions,aleatorio1.result,aleatorio1.capital_change,aleatorio2.decision_time_ms,aleatorio2.decisions,aleatorio2.result,aleatorio2.capital_change,randomforest.decision_time_ms,randomforest.decisions,randomforest.result,randomforest.capital_change,markov_politica.decision_time_ms,markov_politica.decisions,markov_politica.result,markov_politica.capital_change
4483,186,5,1,1,5,5,1,1,5,1,2,1,5,16,3,1,5,0,3,1,5,0,1,-1,-3,0,1,-1,-3,69,2,1,5,0,0,0,0
4484,160,43,1,-1,-5,21,1,1,5,0,1,1,5,14,2,1,5,0,1,-1,-5,0,1,-1,-5,0,1,1,10,34,1,1,10,0,0,0,0
4485,135,7,1,0,0,21,3,0,0,25,2,0,0,3,1,-1,-5,0,1,-1,-5,0,2,0,0,0,1,-1,-3,95,2,0,0,0,0,0,0
4486,112,581,1,1,5,613,2,1,5,11,2,1,5,6,1,1,5,0,3,1,25,0,2,1,5,0,1,1,5,38,1,1,5,0,0,0,0
4487,88,91,1,1,5,175,1,1,5,4,1,1,10,14,1,1,10,0,1,1,20,0,1,-1,-3,0,1,-1,-3,33,1,1,5,0,0,0,0
4488,66,80,1,-1,-5,161,1,-1,-3,0,1,-1,-3,19,2,0,0,0,2,0,0,0,1,-1,-10,0,1,-1,-3,33,1,0,0,0,0,0,0
4489,45,17,2,0,0,24,1,-1,-3,21,4,-1,-5,4,1,-1,-3,0,2,-1,-10,0,1,-1,-10,0,1,-1,-5,34,1,-1,-3,0,0,0,0
4490,20,50,1,-1,-5,23,1,-1,-5,3,1,-1,-5,6,1,-1,-10,0,1,0,0,0,1,0,0,0,1,-1,-5,49,1,0,0,0,0,0,0
4491,187,75,1,-1,-10,47,1,-1,-10,0,1,0,0,4,1,0,0,0,2,-1,-5,0,3,-1,-5,0,1,-1,-5,41,1,1,7,0,0,0,0
4492,160,46,2,-1,-5,7,1,-1,-3,0,1,-1,-5,9,2,-1,-5,0,2,-1,-10,0,1,-1,-5,0,1,-1,-5,68,2,-1,-5,0,0,0,0
4493,136,0,1,-1,-5,9,3,-1,-5,0,1,1,7,3,2,0,0,0,1,0,0,0,1,-1,-3,0,1,-1,-3,69,2,-1,-5,0,0,0,0
4494,112,17,3,0,0,5,1,-1,-3,0,1,0,0,49,7,-1,-15,0,1,0,0,0,1,-1,-5,0,1,-1,-10,125,3,0,0,0,0,0,0
4495,82,164,1,-1,-5,473,3,-1,-15,6,1,-1,-10,2,1,-1,-5,0,1,-1,-30,0,1,0,0,0,2,0,0,33,1,-1,-10,0,0,0,0
4496,56,3,1,0,0,16,1,-1,-3,7,3,0,0,2,1,-1,-5,0,1,-1,-40,0,1,-1,-5,0,1,-1,-5,35,1,-1,-5,0,0,0,0
4497,36,40,1,1,5,85,1,1,5,3,1,1,5,3,1,1,5,0,1,1,10,0,2,1,5,0,2,1,5,34,1,1,10,0,0,0,0
4498,183,17,1,0,0,20,1,0,0,7,2,0,0,48,4,-1,-5,0,2,0,0,0,1,-1,-3,0,1,-1,-3,35,1,-1,-5,0,0,0,0
4499,159,65,1,1,5,22,1,1,5,5,1,1,10,10,1,1,10,0,3,1,25,0,2,1,5,0,1,1,5,33,1,1,5,0,0,0,0
4500,135,0,1,1,7,9,4,1,5,0,1,1,5,11,2,1,5,0,1,1,20,0,1,1,5,0,1,-1,-10,39,1,-1,-3,0,0,0,0
4501,111,0,1,1,5,16,1,1,5,12,3,1,5,20,2,1,5,0,1,1,35,0,1,-1,-5,0,1,1,5,25,1,1,5,0,0,0,0
4502,88,5,1,1,5,22,2,1,5,6,3,-1,-10,3,1,-1,-5,0,1,1,5,0,1,-1,-3,0,2,1,5,33,1,-1,-3,0,0,0,0
4503,62,35,1,-1,-5,34,1,-1,-5,1,1,-1,-5,1,1,-1,-5,0,3,-1,-5,0,1,-1,-5,0,1,-1,-3,72,2,-1,-5,0,0,0,0
4504,37,132,1,1,5,62,1,1,5,2,1,1,5,4,1,1,5,0,1,1,5,0,1,1,5,0,2,1,5,104,3,1,5,0,0,0,0
4505,186,66,1,1,5,147,1,1,5,4,3,1,5,12,3,1,15,0,1,1,30,0,2,1,5,0,1,1,5,35,1,1,5,0,0,0,0
4506,161,264,1,-1,-5,150,1,-1,-5,1,1,-1,-5,6,1,-1,-10,0,1,-1,-60,0,1,-1,-5,0,1,-1,-10,96,3,-1,-5,0,0,0,0
4507,138,33,3,0,0,6,1,-1,-3,6,1,0,0,2,1,-1,-5,0,2,-1,-75,0,2,0,0,0,1,-1,-10,34,1,-1,-3,0,0,0,0
4508,115,3,2,0,0,0,1,-1,-3,7,2,-1,-5,1,1,-1,-5,0,1,0,0,0,1,-1,-10,0,1,-1,-10,33,1,-1,-3,0,0,0,0
4509,93,25,2,-1,-5,37,1,1,5,4,1,1,5,1,1,1,5,0,1,1,70,0,1,-1,-5,0,1,1,5,33,1,1,5,0,0,0,0
4510,70,45,2,1,5,87,3,1,5,3,2,1,5,0,1,1,5,0,3,-1,-20,0,1,1,10,0,1,1,5,34,1,1,10,0,0,0,0
4511,42,188,1,1,10,88,1,1,5,4,1,1,5,17,1,1,5,0,1,1,5,0,1,-1,-5,0,1,-1,-3,36,1,1,5,0,0,0,0
4512,184,47,1,0,0,15,1,-1,-5,2,2,-1,-5,1,1,-1,-5,0,1,0,0,0,1,-1,-3,0,1,-1,-5,32,1,-1,-5,0,0,0,0
4513,162,54,1,0,0,25,1,0,0,2,2,0,0,3,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-10,36,1,-1,-5,0,0,0,0
4514,141,62,1,1,5,63,1,1,5,1,1,1,5,0,1,1,7,0,1,1,5,0,2,-1,-5,0,3,-1,-13,41,1,1,5,0,0,0,0
4515,117,423,1,1,10,213,1,1,5,6,1,1,5,7,2,1,5,0,1,1,7,0,1,1,5,0,1,-1,-5,36,1,1,5,0,0,0,0
4516,93,50,2,-1,-5,32,2,-1,-5,12,2,-1,-5,3,2,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-10,108,3,-1,-5,0,0,0,0
4517,67,25,1,0,0,28,2,-1,-5,2,1,-1,-5,13,3,0,0,0,2,-1,-5,0,1,-1,-3,0,1,-1,-3,113,3,0,0,0,0,0,0
4518,39,511,3,-1,-5,265,1,-1,-3,2,1,-1,-3,2,1,-1,-3,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,31,1,1,7,0,0,0,0
4519,187,111,1,-1,-5,471,2,-1,-5,3,2,-1,-5,1,1,-1,-5,0,2,-1,-5,0,1,-1,-5,0,1,-1,-5,39,1,-1,-5,0,0,0,0
4520,162,11,1,-1,-5,42,3,1,5,3,1,-1,-5,4,1,-1,-5,0,3,1,5,0,1,1,5,0,1,1,5,89,2,1,5,0,0,0,0
4521,133,13,1,0,0,28,1,-1,-5,7,1,0,0,1,1,0,0,0,1,-1,-5,0,1,0,0,0,1,0,0,37,1,-1,-5,0,0,0,0
4522,110,533,1,1,5,934,2,1,5,0,1,1,7,5,1,1,5,0,1,1,10,0,1,-1,-5,0,1,1,5,31,1,1,5,0,0,0,0
4523,86,590,2,0,0,769,1,0,0,2,1,-1,-5,4,1,0,0,0,1,0,0,0,3,-1,-15,0,1,-1,-5,35,1,-1,-5,0,0,0,0
4524,61,47,2,0,0,65,2,-1,-5,0,1,0,0,1,1,0,0,0,3,0,0,0,1,-1,-10,0,1,-1,-10,33,1,-1,-5,0,0,0,0
4525,35,197,1,1,5,0,1,1,7,3,1,1,5,1,1,1,5,0,1,1,10,0,1,-1,-5,0,1,-1,-10,35,1,1,5,0,0,0,0
4526,186,2,1,0,0,0,1,1,7,11,3,0,0,1,2,0,0,0,2,-1,-5,0,1,-1,-10,0,1,-1,-5,34,1,-1,-5,0,0,0,0
4527,163,13,2,-1,-5,24,3,0,0,3,2,-1,-5,4,2,-1,-5,0,2,-1,-5,0,3,-1,-15,0,2,-1,-5,68,2,-1,-5,0,0,0,0
4528,132,0,1,1,5,6,4,1,5,7,1,1,5,6,2,-1,-5,0,2,1,5,0,1,1,5,0,2,1,5,66,2,1,5,0,0,0,0
4529,104,16,1,0,0,45,1,-1,-5,8,2,-1,-5,12,3,0,0,0,1,0,0,0,1,-1,-3,0,1,0,0,67,2,0,0,0,0,0,0
4530,80,45,3,0,0,5,1,-1,-5,10,3,-1,-5,7,2,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,0,0,66,2,-1,-5,0,0,0,0
4531,54,444,3,-1,-5,320,2,-1,-5,2,1,-1,-3,29,3,-1,-5,0,1,-1,-10,0,2,0,0,0,1,-1,-5,33,1,-1,-3,0,0,0,0
4532,25,184,1,0,0,784,3,0,0,2,1,-1,-5,2,1,0,0,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,34,1,0,0,0,0,0,0
4533,187,9,1,-1,-3,19,2,0,0,0,1,1,7,5,3,-1,-5,0,1,-1,-15,0,1,-1,-3,0,1,-1,-5,36,1,-1,-5,0,0,0,0
4534,165,109,1,-1,-5,214,1,-1,-5,2,1,-1,-5,5,1,0,0,0,1,-1,-5,0,2,-1,-5,0,1,-1,-5,32,1,-1,-5,0,0,0,0
4535,144,95,1,0,0,43,1,-1,-5,6,1,0,0,3,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,32,1,0,0,0,0,0,0
4536,124,123,4,-1,-5,81,3,-1,-5,10,3,-1,-5,1,1,-1,-5,0,1,-1,-10,0,1,-1,-5,0,1,-1,-5,32,1,-1,-5,0,0,0,0
4537,96,335,1,-1,-5,60,1,0,0,8,7,-1,-15,2,1,-1,-5,0,1,-1,-35,0,1,-1,-5,0,1,-1,-5,153,5,-1,-10,0,0,0,0
4538,67,349,1,-1,-3,324,1,-1,-3,16,3,-1,-5,1,1,-1,-5,0,2,0,0,0,1,-1,-3,0,1,-1,-5,32,1,-1,-3,0,0,0,0
4539,45,0,1,1,7,422,1,-1,-10,5,3,-1,-10,1,1,0,0,0,1,-1,-30,0,2,0,0,0,2,-1,-5,34,1,0,0,0,0,0,0
4540,21,362,1,1,5,756,3,1,14,9,2,1,5,5,1,1,10,0,1,1,5,0,1,-1,-3,0,2,1,4,33,1,1,10,0,0,0,0
4541,180,21,1,1,5,127,1,1,5,0,1,1,5,4,1,1,10,0,1,1,5,0,2,1,5,0,1,-1,-3,32,1,1,5,0,0,0,0
4542,159,31,2,0,0,6,1,-1,-3,6,2,0,0,4,1,-1,-10,0,1,-1,-5,0,3,-1,-10,0,1,-1,-5,102,3,0,0,0,0,0,0
4543,130,257,2,1,5,172,1,1,10,1,1,1,5,1,1,1,5,0,1,1,10,0,2,1,5,0,2,1,5,33,1,1,5,0,0,0,0
4544,104,11,1,-1,-3,11,1,-1,-3,0,1,-1,-5,5,1,-1,-10,0,2,-1,-35,0,1,-1,-3,0,1,0,0,64,2,0,0,0,0,0,0
4545,82,0,1,1,7,52,1,-1,-5,6,3,0,0,3,1,-1,-5,0,1,-1,-130,0,1,0,0,0,1,-1,-5,35,1,0,0,0,0,0,0
4546,59,19,2,-1,-5,0,1,1,7,11,2,-1,-5,1,1,-1,-5,0,1,-1,-30,0,1,0,0,0,1,-1,-5,27,1,0,0,0,0,0,0
4547,38,541,1,-1,-5,537,1,-1,-5,2,1,0,0,23,3,0,0,0,1,-1,-10,0,1,-1,-3,0,3,-1,-8,32,1,-1,-5,0,0,0,0
4548,184,301,1,-1,-10,308,1,-1,-5,5,1,-1,-5,5,1,0,0,0,3,-1,-100,0,2,-1,-5,0,1,-1,-5,33,1,-1,-5,0,0,0,0
4549,157,16,1,-1,-3,17,1,-1,-3,16,3,0,0,2,1,-1,-5,0,1,-1,-80,0,1,0,0,0,2,0,0,34,1,1,7,0,0,0,0
4550,132,21,1,0,0,95,1,0,0,7,1,-1,-10,1,1,-1,-5,0,1,0,0,0,1,-1,-3,0,1,-1,-10,33,1,0,0,0,0,0,0
4551,111,43,2,0,0,16,1,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,1,-1,-10,0,1,-1,-3,67,2,0,0,0,0,0,0
4552,89,141,1,0,0,62,1,-1,-5,12,5,-1,-5,37,3,-1,-10,0,1,-1,-10,0,1,-1,-3,0,4,-1,-5,32,1,-1,-5,0,0,0,0
4553,57,344,1,1,10,225,1,1,5,2,1,1,5,7,1,1,10,0,1,1,7,0,1,-1,-3,0,1,1,5,33,1,1,10,0,0,0,0
4554,35,30,2,1,5,7,1,1,5,1,1,1,5,3,1,1,5,0,1,1,5,0,1,1,5,0,1,1,5,71,2,1,5,0,0,0,0
4555,12,111,1,-1,-5,313,1,-1,-5,1,1,0,0,4,1,-1,-10,0,1,0,0,0,1,-1,-5,0,1,-1,-10,34,1,0,0,0,0,0,0
4556,186,13,1,-1,-3,24,1,0,0,11,3,0,0,13,2,0,0,0,1,-1,-25,0,2,0,0,0,1,-1,-5,55,2,0,0,0,0,0,0
4557,162,1606,1,1,10,1629,3,1,5,1,1,1,5,0,1,1,7,0,1,1,50,0,2,1,5,0,1,1,5,33,1,1,7,0,0,0,0
4558,138,44,2,-1,-5,60,1,1,10,1,1,1,5,2,1,1,5,0,1,1,45,0,1,-1,-3,0,1,-1,-10,63,2,1,5,0,0,0,0
4559,114,0,1,1,7,24,2,0,0,5,1,0,0,4,1,0,0,0,1,0,0,0,1,-1,-5,0,1,0,0,32,1,-1,-3,0,0,0,0
4560,93,1354,3,-1,-10,1480,3,-1,-15,6,1,0,0,2,1,0,0,0,2,-1,-15,0,1,1,7,0,1,-1,-5,39,1,0,0,0,0,0,0
4561,65,51,1,-1,-10,34,1,-1,-3,4,1,-1,-5,2,1,-1,-10,0,2,0,0,0,1,-1,-3,0,1,-1,-10,71,2,-1,-5,0,0,0,0
4562,41,12,2,-1,-5,36,3,-1,-5,6,2,-1,-5,1,1,-1,-5,0,2,-1,-5,0,1,-1,-10,0,1,1,7,34,1,-1,-5,0,0,0,0
4563,182,359,2,-1,-5,83,1,-1,-5,0,1,-1,-5,6,1,-1,-5,0,2,-1,-20,0,1,-1,-3,0,1,-1,-10,31,1,-1,-3,0,0,0,0
4564,161,11,1,-1,-5,0,1,1,7,5,1,0,0,0,1,1,7,0,1,-1,-25,0,2,0,0,0,1,-1,-5,67,2,-1,-5,0,0,0,0
4565,139,0,2,-1,-5,0,1,0,0,1,1,-1,-5,5,1,0,0,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,71,2,-1,-5,0,0,0,0
4566,117,127,1,1,5,457,1,1,10,3,1,1,5,0,1,1,7,0,1,1,5,0,1,1,5,0,1,-1,-3,45,1,1,10,0,0,0,0
4567,95,91,1,-1,-5,89,1,-1,-5,3,1,-1,-5,2,1,-1,-5,0,1,-1,-5,0,1,0,0,0,1,-1,-5,33,1,0,0,0,0,0,0
4568,77,870,2,-1,-5,572,1,-1,-5,5,1,-1,-5,13,2,-1,-5,0,1,-1,-10,0,1,-1,-3,0,1,-1,-10,36,1,-1,-5,0,0,0,0
4569,54,24,1,0,0,12,2,-1,-5,4,1,-1,-10,2,2,0,0,0,1,0,0,0,2,-1,-5,0,1,0,0,37,1,-1,-5,0,0,0,0
4570,29,0,1,1,7,13,2,-1,-5,0,1,-1,-5,4,2,-1,-5,0,2,-1,-5,0,1,-1,-10,0,2,-1,-5,34,1,1,7,0,0,0,0
4571,183,62,1,-1,-10,8,1,0,0,2,1,-1,-5,1,1,-1,-5,0,2,-1,-5,0,1,-1,-10,0,1,-1,-10,39,1,-1,-5,0,0,0,0
4572,157,85,2,-1,-5,16,1,-1,-5,5,1,0,0,12,2,-1,-5,0,1,0,0,0,1,-1,-5,0,1,0,0,106,3,0,0,0,0,0,0
4573,132,0,1,0,0,692,1,-1,-5,3,2,-1,-5,7,1,-1,-10,0,1,-1,-5,0,1,-1,-10,0,1,-1,-3,33,1,-1,-10,0,0,0,0
4574,109,0,1,1,7,1334,2,-1,-5,0,1,1,7,4,1,-1,-5,0,3,-1,-40,0,1,-1,-5,0,1,-1,-10,35,1,-1,-5,0,0,0,0
4575,83,178,1,1,10,163,1,1,5,1,1,1,5,12,5,1,17,0,1,1,40,0,1,1,5,0,1,1,5,36,1,1,10,0,0,0,0
4576,58,63,2,0,0,50,2,0,0,4,1,0,0,11,6,1,7,0,2,0,0,0,1,-1,-10,0,2,-1,-5,33,1,-1,-5,0,0,0,0
4577,25,7,1,-1,-3,28,2,-1,-5,5,1,1,10,5,1,1,5,0,2,1,5,0,1,1,5,0,2,1,5,37,1,-1,-3,0,0,0,0
4578,184,16,2,0,0,0,1,0,0,0,1,-1,-5,5,1,-1,-10,0,1,-1,-20,0,1,1,7,0,1,-1,-5,37,1,1,7,0,0,0,0
4579,162,16,1,0,0,0,1,1,7,4,1,0,0,1,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,78,2,0,0,0,0,0,0
4580,140,23,3,-1,-5,14,1,-1,-10,15,3,-1,-5,7,1,-1,-5,0,2,0,0,0,1,-1,-5,0,1,-1,-5,71,2,-1,-5,0,0,0,0
4581,113,186,1,1,5,187,1,1,5,2,1,1,5,7,3,1,12,0,1,1,30,0,1,-1,-10,0,1,-1,-10,36,1,1,5,0,0,0,0
4582,88,50,1,1,5,25,1,1,5,1,1,-1,-5,7,1,1,10,0,1,-1,-45,0,1,1,5,0,1,1,5,35,1,1,5,0,0,0,0
4583,66,0,1,1,7,372,1,0,0,9,2,-1,-5,2,1,-1,-5,0,1,0,0,0,1,-1,-5,0,3,-1,-5,110,3,0,0,0,0,0,0
4584,42,60,1,1,5,0,1,1,7,2,2,1,5,1,1,1,5,0,1,1,35,0,1,1,5,0,1,1,5,71,2,-1,-5,0,0,0,0
4585,19,0,1,1,7,435,1,0,0,5,1,0,0,3,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,1,7,35,1,0,0,0,0,0,0
4586,187,430,1,-1,-5,0,1,-1,-5,1,1,0,0,1,1,0,0,0,1,-1,-10,0,2,0,0,0,1,-1,-5,37,1,0,0,0,0,0,0
4587,166,24,2,1,5,11,1,-1,-3,2,1,-1,-5,3,2,1,5,0,1,1,5,0,1,-1,-3,0,2,-1,-5,38,1,-1,-3,0,0,0,0
4588,142,39,1,-1,-5,102,3,1,5,2,1,-1,-5,4,1,1,10,0,4,-1,-10,0,3,1,5,0,2,1,5,36,1,1,5,0,0,0,0
4589,108,107,1,-1,-5,105,1,-1,-5,1,1,-1,-5,7,1,-1,-10,0,1,0,0,0,1,0,0,0,1,-1,-5,35,1,-1,-5,0,0,0,0
4590,86,24,1,-1,-3,26,1,-1,-3,3,3,0,0,1,1,-1,-5,0,3,0,0,0,1,-1,-5,0,1,-1,-5,37,1,0,0,0,0,0,0
4591,62,922,1,-1,-10,1013,1,-1,-5,2,1,-1,-5,3,1,-1,-5,0,1,-1,-50,0,1,0,0,0,1,-1,-3,36,1,-1,-5,0,0,0,0
4592,41,234,1,1,5,106,1,1,5,8,3,-1,-5,5,1,1,5,0,1,1,5,0,1,-1,-3,0,1,1,5,37,1,1,5,0,0,0,0
4593,186,48,3,0,0,32,1,-1,-10,0,1,0,0,16,2,0,0,0,2,0,0,0,1,-1,-5,0,1,-1,-10,39,1,0,0,0,0,0,0
4594,161,438,3,1,15,123,1,1,5,1,1,1,5,34,4,1,15,0,1,1,5,0,2,1,5,0,1,1,7,37,1,1,5,0,0,0,0
4595,134,603,2,-1,-5,209,1,-1,-5,2,1,-1,-5,5,1,0,0,0,1,-1,-15,0,1,-1,-5,0,1,-1,-5,35,1,-1,-5,0,0,0,0
4596,112,2,1,0,0,21,1,-1,-5,0,1,0,0,0,1,0,0,0,3,0,0,0,1,-1,-5,0,1,-1,-5,40,1,0,0,0,0,0,0
4597,90,32,2,-1,-5,36,2,-1,-5,4,1,0,0,4,2,-1,-5,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,35,1,-1,-3,0,0,0,0
4598,67,483,3,-1,-5,572,1,0,0,14,4,-1,-5,1,1,0,0,0,1,-1,-10,0,1,-1,-10,0,1,0,0,36,1,0,0,0,0,0,0
4599,41,9,1,-1,-5,19,3,0,0,14,2,-1,-5,6,2,0,0,0,1,-1,-3,0,1,-1,-10,0,1,-1,-10,37,1,0,0,0,0,0,0
4600,182,8,1,-1,-5,22,2,-1,-5,0,1,0,0,1,1,-1,-5,0,1,-1,-3,0,1,-1,-5,0,1,0,0,37,1,-1,-5,0,0,0,0
4601,161,143,1,1,5,42,1,1,5,5,3,1,10,1,1,1,5,0,1,1,10,0,1,-1,-5,0,1,1,5,37,1,1,5,0,0,0,0
4602,138,6,1,1,5,3,1,1,5,15,3,1,5,1,1,-1,-5,0,2,-1,-5,0,2,1,5,0,1,-1,-5,36,1,-1,-3,0,0,0,0
4603,112,112,1,-1,-5,110,1,0,0,0,1,1,7,5,1,0,0,0,1,-1,-10,0,1,0,0,0,1,-1,-5,36,1,-1,-5,0,0,0,0
4604,91,222,2,1,5,228,1,-1,-5,1,1,1,5,18,2,1,5,0,1,1,5,0,1,1,5,0,1,1,5,36,1,1,5,0,0,0,0
4605,68,20,1,0,0,47,2,-1,-5,5,1,0,0,14,3,0,0,0,1,-1,-10,0,1,-1,-10,0,2,-1,-5,36,1,0,0,0,0,0,0
4606,41,13,1,-1,-5,27,1,-1,-5,4,1,-1,-10,1,1,-1,-5,0,1,-1,-5,0,3,-1,-3,0,1,-1,-3,37,1,0,0,0,0,0,0
4607,183,535,1,1,5,537,1,1,10,1,1,1,5,6,2,-1,-5,0,2,1,5,0,1,-1,-10,0,1,-1,-3,36,1,1,5,0,0,0,0
4608,158,83,1,-1,-3,251,1,-1,-3,0,1,-1,-3,8,3,0,0,0,1,0,0,0,1,0,0,0,1,-1,-5,34,1,-1,-3,0,0,0,0
4609,137,61,1,0,0,187,1,-1,-5,2,1,-1,-5,5,1,0,0,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,36,1,-1,-5,0,0,0,0
4610,117,123,1,1,5,273,1,1,5,6,1,1,5,6,2,1,5,0,1,1,5,0,1,1,10,0,1,-1,-5,36,1,1,5,0,0,0,0
4611,94,5,1,-1,-5,10,1,-1,-5,2,1,-1,-5,2,2,0,0,0,1,1,7,0,1,-1,-5,0,1,-1,-5,116,3,-1,-5,0,0,0,0
4612,71,1374,3,0,0,508,1,-1,-5,5,2,0,0,7,2,-1,-5,0,1,-1,-5,0,1,-1,-10,0,1,-1,-5,113,3,0,0,0,0,0,0
4613,42,14,1,-1,-5,89,3,-1,-5,1,2,-1,-5,8,2,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,40,1,-1,-5,0,0,0,0
4614,16,11,1,-1,-3,65,2,-1,-5,2,1,-1,-3,6,2,1,5,0,2,1,5,0,1,1,10,0,1,1,5,50,1,1,5,0,0,0,0
4615,183,287,1,-1,-3,407,1,-1,-3,4,2,-1,-5,5,1,-1,-5,0,2,-1,-5,0,1,-1,-3,0,1,-1,-5,36,1,-1,-5,0,0,0,0
4616,162,30,1,1,5,51,1,1,10,15,3,1,5,2,1,-1,-5,0,3,1,10,0,1,1,10,0,3,1,5,34,1,-1,-5,0,0,0,0
4617,132,236,3,-1,-5,222,2,-1,-5,0,1,0,0,2,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,36,1,-1,-3,0,0,0,0
4618,110,13,2,1,5,7,1,1,5,5,1,1,10,1,1,1,5,0,3,1,5,0,3,1,5,0,1,-1,-3,77,2,-1,-5,0,0,0,0
4619,80,21,2,0,0,48,2,0,0,3,2,-1,-5,17,2,0,0,0,2,0,0,0,1,-1,-5,0,1,-1,-3,70,2,0,0,0,0,0,0
4620,54,2,1,0,0,3,1,-1,-5,3,2,0,0,5,2,0,0,0,2,-1,-5,0,1,-1,-3,0,1,0,0,117,3,0,0,0,0,0,0
4621,30,97,2,-1,-5,88,1,-1,-5,1,1,-1,-5,7,1,-1,-10,0,2,-1,-5,0,1,-1,-10,0,1,-1,-10,39,1,-1,-5,0,0,0,0
4622,183,155,1,1,10,134,3,1,10,2,1,1,5,3,1,1,5,0,1,1,20,0,1,-1,-5,0,1,1,5,40,1,1,10,0,0,0,0
4623,158,571,2,-1,-5,192,1,-1,-5,1,1,-1,-3,3,1,-1,-3,0,1,0,0,0,1,1,7,0,2,-1,-5,36,1,-1,-3,0,0,0,0
4624,137,87,4,-1,-5,158,1,-1,-3,11,4,0,0,11,1,-1,-3,0,1,0,0,0,1,-1,-3,0,3,-1,-5,37,1,-1,-3,0,0,0,0
4625,110,18,1,-1,-5,13,1,-1,-3,4,1,0,0,4,2,-1,-5,0,3,0,0,0,1,-1,-5,0,1,-1,-5,75,2,-1,-5,0,0,0,0
4626,87,39,1,-1,-5,68,1,-1,-5,1,1,-1,-5,5,1,0,0,0,7,0,0,0,1,0,0,0,1,0,0,71,2,-1,-5,0,0,0,0
4627,58,283,1,1,5,202,1,1,5,9,2,1,5,8,1,-1,-5,0,3,1,15,0,1,1,10,0,1,1,5,39,1,1,5,0,0,0,0
4628,32,368,1,1,5,183,1,1,5,16,3,1,5,2,1,1,5,0,1,1,10,0,1,1,10,0,1,1,5,37,1,1,10,0,0,0,0
4629,182,35,1,0,0,35,1,0,0,0,2,-1,-5,2,1,-1,-5,0,1,-1,-20,0,1,-1,-3,0,1,-1,-5,72,2,-1,-5,0,0,0,0
4630,159,321,1,-1,-10,106,1,0,0,3,1,-1,-5,15,2,-1,-5,0,1,-1,-25,0,1,-1,-3,0,1,-1,-10,37,1,-1,-5,0,0,0,0
4631,136,82,1,0,0,386,2,0,0,2,1,-1,-3,22,4,0,0,0,1,-1,-30,0,1,-1,-5,0,1,-1,-5,38,1,-1,-3,0,0,0,0
4632,113,10,1,0,0,10,1,0,0,6,2,0,0,0,1,0,0,0,1,-1,-35,0,3,0,0,0,1,-1,-3,38,1,0,0,0,0,0,0
4633,92,2,1,1,5,20,2,1,5,4,1,1,10,5,1,1,5,0,1,1,25,0,1,-1,-3,0,1,1,10,36,1,1,5,0,0,0,0
4634,69,62,1,-1,-10,40,1,-1,-5,12,1,-1,-10,3,1,-1,-5,0,1,-1,-5,0,1,1,7,0,1,-1,-3,38,1,-1,-5,0,0,0,0
4635,48,252,2,-1,-5,82,1,-1,-5,10,2,-1,-5,1,1,-1,-5,0,1,-1,-10,0,1,-1,-3,0,1,-1,-3,38,1,-1,-3,0,0,0,0
4636,186,17,3,-1,-5,0,1,1,7,3,2,1,5,4,1,1,10,0,1,1,5,0,2,1,5,0,2,1,5,76,2,1,5,0,0,0,0
4637,158,33,1,0,0,16,1,-1,-3,1,2,0,0,1,1,-1,-5,0,3,0,0,0,1,-1,-3,0,1,0,0,36,1,-1,-5,0,0,0,0
4638,136,338,1,0,0,340,1,-1,-10,5,1,0,0,4,2,0,0,0,1,0,0,0,2,-1,-5,0,1,-1,-5,36,1,-1,-5,0,0,0,0
4639,113,45,2,-1,-5,27,2,-1,-5,1,2,0,0,4,1,0,0,0,1,0,0,0,1,-1,-5,0,2,0,0,37,1,0,0,0,0,0,0
4640,87,13,1,1,5,25,1,1,5,2,1,-1,-5,1,1,-1,-5,0,1,1,10,0,1,-1,-3,0,1,-1,-3,38,1,1,5,0,0,0,0
4641,64,16,3,1,5,10,2,1,5,0,1,1,7,24,3,-1,-5,0,1,-1,-5,0,1,1,5,0,1,1,5,73,2,1,5,0,0,0,0
