ronda_num,agente_nombre,capital_inicial_ronda,capital_final_ronda,ganancia_neta_ronda,apuesta_total_ronda,resultado_ronda,cartas_restantes_mazo
517,AgenteBasico,89999557,89999557,0,5,0,36
518,AgenteBasico,89999557,89999562,5,5,1,29
519,AgenteBasico,89999562,89999557,-5,5,-1,203
520,AgenteBasico,89999557,89999562,5,5,1,198
521,AgenteBasico,89999562,89999557,-5,5,-1,193
522,AgenteBasico,89999557,89999552,-5,5,-1,187
523,AgenteBasico,89999552,89999552,0,5,0,182
524,AgenteBasico,89999552,89999552,0,5,0,177
525,AgenteBasico,89999552,89999552,0,5,0,172
526,AgenteBasico,89999552,89999557,5,5,1,166
527,AgenteBasico,89999557,89999562,5,5,1,160
528,AgenteBasico,89999562,89999567,5,5,1,154
529,AgenteBasico,89999567,89999562,-5,5,-1,148
530,AgenteBasico,89999562,89999557,-5,5,-1,142
531,AgenteBasico,89999557,89999557,0,5,0,135
532,AgenteBasico,89999557,89999557,0,10,0,131
533,AgenteBasico,89999557,89999552,-5,5,-1,126
534,AgenteBasico,89999552,89999562,10,10,1,121
535,AgenteBasico,89999562,89999567,5,5,1,113
536,AgenteBasico,89999567,89999562,-5,5,-1,106
537,AgenteBasico,89999562,89999572,10,10,1,101
538,AgenteBasico,89999572,89999567,-5,5,-1,95
539,AgenteBasico,89999567,89999572,5,5,1,88
540,AgenteBasico,89999572,89999577,5,5,1,81
541,AgenteBasico,89999577,89999577,0,5,0,76
542,AgenteBasico,89999577,89999582,5,5,1,71
543,AgenteBasico,89999582,89999587,5,5,1,66
544,AgenteBasico,89999587,89999592,5,5,1,59
545,AgenteBasico,89999592,89999597,5,5,1,54
546,AgenteBasico,89999597,89999592,-5,5,-1,49
547,AgenteBasico,89999592,89999592,0,5,0,42
548,AgenteBasico,89999592,89999597,5,5,1,38
549,AgenteBasico,89999597,89999604,7,5,1,33
550,AgenteBasico,89999604,89999609,5,5,1,203
551,AgenteBasico,89999609,89999604,-5,5,-1,197
552,AgenteBasico,89999604,89999599,-5,5,-1,192
553,AgenteBasico,89999599,89999594,-5,5,-1,186
554,AgenteBasico,89999594,89999599,5,5,1,181
555,AgenteBasico,89999599,89999594,-5,5,-1,176
556,AgenteBasico,89999594,89999599,5,5,1,171
557,AgenteBasico,89999599,89999599,0,5,0,165
558,AgenteBasico,89999599,89999604,5,5,1,161
559,AgenteBasico,89999604,89999604,0,5,0,156
560,AgenteBasico,89999604,89999599,-5,5,-1,151
561,AgenteBasico,89999599,89999594,-5,5,-1,146
562,AgenteBasico,89999594,89999599,5,5,1,141
563,AgenteBasico,89999599,89999594,-5,5,-1,134
564,AgenteBasico,89999594,89999599,5,5,1,129
565,AgenteBasico,89999599,89999599,0,5,0,123
566,AgenteBasico,89999599,89999594,-5,5,-1,119
567,AgenteBasico,89999594,89999589,-5,5,-1,113
568,AgenteBasico,89999589,89999599,10,10,1,108
569,AgenteBasico,89999599,89999594,-5,5,-1,102
570,AgenteBasico,89999594,89999601,7,5,1,97
571,AgenteBasico,89999601,89999606,5,5,1,93
572,AgenteBasico,89999606,89999601,-5,5,-1,88
573,AgenteBasico,89999601,89999591,-10,10,-1,83
574,AgenteBasico,89999591,89999586,-5,25,-1,78
575,AgenteBasico,89999586,89999586,0,10,0,68
576,AgenteBasico,89999586,89999596,10,10,1,63
577,AgenteBasico,89999596,89999601,5,5,1,56
578,AgenteBasico,89999601,89999606,5,5,1,50
579,AgenteBasico,89999606,89999613,7,5,1,44
580,AgenteBasico,89999613,89999608,-5,5,-1,204
581,AgenteBasico,89999608,89999603,-5,5,-1,196
582,AgenteBasico,89999603,89999598,-5,15,-1,189
583,AgenteBasico,89999598,89999593,-5,5,-1,181
584,AgenteBasico,89999593,89999588,-5,5,-1,175
585,AgenteBasico,89999588,89999583,-5,5,-1,170
586,AgenteBasico,89999583,89999588,5,5,1,165
587,AgenteBasico,89999588,89999583,-5,5,-1,160
588,AgenteBasico,89999583,89999578,-5,5,-1,154
589,AgenteBasico,89999578,89999578,0,5,0,149
590,AgenteBasico,89999578,89999575,-3,0,-1,143
591,AgenteBasico,89999575,89999585,10,10,1,139
592,AgenteBasico,89999585,89999580,-5,5,-1,133
593,AgenteBasico,89999580,89999590,10,10,1,128
594,AgenteBasico,89999590,89999590,0,5,0,120
595,AgenteBasico,89999590,89999585,-5,5,-1,116
596,AgenteBasico,89999585,89999580,-5,5,-1,110
597,AgenteBasico,89999580,89999577,-3,0,-1,104
598,AgenteBasico,89999577,89999572,-5,5,-1,99
599,AgenteBasico,89999572,89999579,7,5,1,92
600,AgenteBasico,89999579,89999584,5,5,1,87
601,AgenteBasico,89999584,89999579,-5,5,-1,82
602,AgenteBasico,89999579,89999579,0,5,0,77
603,AgenteBasico,89999579,89999579,0,5,0,73
604,AgenteBasico,89999579,89999574,-5,5,-1,69
605,AgenteBasico,89999574,89999571,-3,0,-1,59
606,AgenteBasico,89999571,89999576,5,5,1,53
607,AgenteBasico,89999576,89999571,-5,5,-1,47
608,AgenteBasico,89999571,89999571,0,5,0,41
609,AgenteBasico,89999571,89999566,-5,5,-1,203
610,AgenteBasico,89999566,89999566,0,5,0,198
611,AgenteBasico,89999566,89999561,-5,5,-1,192
612,AgenteBasico,89999561,89999571,10,10,1,186
613,AgenteBasico,89999571,89999576,5,5,1,179
614,AgenteBasico,89999576,89999581,5,5,1,174
615,AgenteBasico,89999581,89999578,-3,0,-1,169
616,AgenteBasico,89999578,89999583,5,5,1,165
617,AgenteBasico,89999583,89999583,0,5,0,158
618,AgenteBasico,89999583,89999588,5,5,1,152
619,AgenteBasico,89999588,89999593,5,5,1,146
620,AgenteBasico,89999593,89999593,0,10,0,141
621,AgenteBasico,89999593,89999593,0,5,0,135
622,AgenteBasico,89999593,89999588,-5,5,-1,130
623,AgenteBasico,89999588,89999588,0,5,0,125
624,AgenteBasico,89999588,89999598,10,10,1,119
625,AgenteBasico,89999598,89999593,-5,5,-1,113
626,AgenteBasico,89999593,89999588,-5,5,-1,107
627,AgenteBasico,89999588,89999593,5,5,1,102
628,AgenteBasico,89999593,89999593,0,5,0,95
629,AgenteBasico,89999593,89999588,-5,5,-1,91
630,AgenteBasico,89999588,89999603,15,15,1,85
631,AgenteBasico,89999603,89999603,0,5,0,74
632,AgenteBasico,89999603,89999598,-5,5,-1,70
633,AgenteBasico,89999598,89999598,0,5,0,64
634,AgenteBasico,89999598,89999593,-5,5,-1,60
635,AgenteBasico,89999593,89999588,-5,5,-1,53
636,AgenteBasico,89999588,89999598,10,10,1,48
637,AgenteBasico,89999598,89999603,5,5,1,41
638,AgenteBasico,89999603,89999608,5,5,1,35
639,AgenteBasico,89999608,89999613,5,5,1,29
640,AgenteBasico,89999613,89999618,5,5,1,201
641,AgenteBasico,89999618,89999623,5,5,1,196
642,AgenteBasico,89999623,89999623,0,5,0,191
643,AgenteBasico,89999623,89999620,-3,0,-1,185
644,AgenteBasico,89999620,89999625,5,5,1,180
645,AgenteBasico,89999625,89999625,0,5,0,174
646,AgenteBasico,89999625,89999620,-5,5,-1,168
647,AgenteBasico,89999620,89999620,0,5,0,163
648,AgenteBasico,89999620,89999635,15,15,1,159
649,AgenteBasico,89999635,89999635,0,5,0,148
650,AgenteBasico,89999635,89999640,5,5,1,143
651,AgenteBasico,89999640,89999640,0,5,0,137
652,AgenteBasico,89999640,89999645,5,5,1,132
653,AgenteBasico,89999645,89999640,-5,5,-1,127
654,AgenteBasico,89999640,89999635,-5,5,-1,121
655,AgenteBasico,89999635,89999645,10,10,1,115
656,AgenteBasico,89999645,89999650,5,5,1,109
657,AgenteBasico,89999650,89999647,-3,0,-1,103
658,AgenteBasico,89999647,89999652,5,5,1,99
659,AgenteBasico,89999652,89999647,-5,5,-1,93
660,AgenteBasico,89999647,89999652,5,5,1,88
661,AgenteBasico,89999652,89999647,-5,5,-1,82
662,AgenteBasico,89999647,89999647,0,5,0,77
663,AgenteBasico,89999647,89999657,10,10,1,72
664,AgenteBasico,89999657,89999657,0,5,0,65
665,AgenteBasico,89999657,89999662,5,5,1,61
666,AgenteBasico,89999662,89999652,-10,10,-1,56
667,AgenteBasico,89999652,89999647,-5,5,-1,49
668,AgenteBasico,89999647,89999647,0,5,0,44
669,AgenteBasico,89999647,89999652,5,5,1,37
670,AgenteBasico,89999652,89999647,-5,5,-1,202
671,AgenteBasico,89999647,89999642,-5,5,-1,196
672,AgenteBasico,89999642,89999637,-5,5,-1,188
673,AgenteBasico,89999637,89999642,5,5,1,183
674,AgenteBasico,89999642,89999647,5,5,1,176
675,AgenteBasico,89999647,89999637,-10,10,-1,170
676,AgenteBasico,89999637,89999642,5,5,1,164
677,AgenteBasico,89999642,89999642,0,5,0,158
678,AgenteBasico,89999642,89999637,-5,5,-1,153
679,AgenteBasico,89999637,89999632,-5,5,-1,147
680,AgenteBasico,89999632,89999637,5,5,1,141
681,AgenteBasico,89999637,89999632,-5,5,-1,136
682,AgenteBasico,89999632,89999627,-5,5,-1,131
683,AgenteBasico,89999627,89999632,5,5,1,126
684,AgenteBasico,89999632,89999632,0,5,0,121
685,AgenteBasico,89999632,89999632,0,5,0,117
686,AgenteBasico,89999632,89999632,0,10,0,112
687,AgenteBasico,89999632,89999627,-5,5,-1,107
688,AgenteBasico,89999627,89999637,10,10,1,101
689,AgenteBasico,89999637,89999632,-5,5,-1,94
690,AgenteBasico,89999632,89999632,0,5,0,90
691,AgenteBasico,89999632,89999629,-3,0,-1,85
692,AgenteBasico,89999629,89999624,-5,5,-1,81
693,AgenteBasico,89999624,89999619,-5,5,-1,76
694,AgenteBasico,89999619,89999614,-5,5,-1,70
695,AgenteBasico,89999614,89999619,5,5,1,65
696,AgenteBasico,89999619,89999626,7,5,1,58
697,AgenteBasico,89999626,89999631,5,5,1,53
698,AgenteBasico,89999631,89999636,5,5,1,46
699,AgenteBasico,89999636,89999641,5,5,1,200
700,AgenteBasico,89999641,89999636,-5,5,-1,194
701,AgenteBasico,89999636,89999631,-5,5,-1,189
702,AgenteBasico,89999631,89999636,5,5,1,183
703,AgenteBasico,89999636,89999631,-5,5,-1,177
704,AgenteBasico,89999631,89999626,-5,5,-1,173
705,AgenteBasico,89999626,89999626,0,5,0,168
706,AgenteBasico,89999626,89999631,5,5,1,163
707,AgenteBasico,89999631,89999636,5,5,1,158
708,AgenteBasico,89999636,89999641,5,5,1,152
709,AgenteBasico,89999641,89999631,-10,10,-1,145
710,AgenteBasico,89999631,89999626,-5,5,-1,139
711,AgenteBasico,89999626,89999621,-5,5,-1,134
712,AgenteBasico,89999621,89999621,0,5,0,130
713,AgenteBasico,89999621,89999626,5,5,1,125
714,AgenteBasico,89999626,89999623,-3,0,-1,120
715,AgenteBasico,89999623,89999623,0,10,0,116
716,AgenteBasico,89999623,89999623,0,5,0,111
717,AgenteBasico,89999623,89999618,-5,5,-1,106
718,AgenteBasico,89999618,89999623,5,5,1,100
719,AgenteBasico,89999623,89999618,-5,5,-1,93
720,AgenteBasico,89999618,89999615,-3,0,-1,87
721,AgenteBasico,89999615,89999620,5,5,1,83
722,AgenteBasico,89999620,89999615,-5,5,-1,76
723,AgenteBasico,89999615,89999610,-5,5,-1,70
724,AgenteBasico,89999610,89999615,5,5,1,64
725,AgenteBasico,89999615,89999615,0,10,0,58
726,AgenteBasico,89999615,89999605,-10,10,-1,50
727,AgenteBasico,89999605,89999600,-5,5,-1,44
728,AgenteBasico,89999600,89999590,-10,10,-1,203
729,AgenteBasico,89999590,89999585,-5,5,-1,197
730,AgenteBasico,89999585,89999592,7,5,1,192
731,AgenteBasico,89999592,89999582,-10,10,-1,187
732,AgenteBasico,89999582,89999587,5,5,1,182
733,AgenteBasico,89999587,89999584,-3,0,-1,176
734,AgenteBasico,89999584,89999579,-5,5,-1,172
735,AgenteBasico,89999579,89999579,0,5,0,167
736,AgenteBasico,89999579,89999579,0,10,0,161
737,AgenteBasico,89999579,89999574,-5,5,-1,156
738,AgenteBasico,89999574,89999579,5,5,1,150
739,AgenteBasico,89999579,89999584,5,5,1,144
740,AgenteBasico,89999584,89999579,-5,5,-1,139
741,AgenteBasico,89999579,89999579,0,5,0,134
742,AgenteBasico,89999579,89999579,0,5,0,124
743,AgenteBasico,89999579,89999599,20,20,1,119
744,AgenteBasico,89999599,89999594,-5,5,-1,109
745,AgenteBasico,89999594,89999589,-5,5,-1,102
746,AgenteBasico,89999589,89999584,-5,5,-1,97
747,AgenteBasico,89999584,89999579,-5,5,-1,92
748,AgenteBasico,89999579,89999584,5,5,1,85
749,AgenteBasico,89999584,89999584,0,5,0,79
750,AgenteBasico,89999584,89999591,7,5,1,74
751,AgenteBasico,89999591,89999591,0,5,0,69
752,AgenteBasico,89999591,89999591,0,5,0,63
753,AgenteBasico,89999591,89999591,0,5,0,58
754,AgenteBasico,89999591,89999596,5,5,1,54
755,AgenteBasico,89999596,89999601,5,5,1,48
756,AgenteBasico,89999601,89999601,0,5,0,203
757,AgenteBasico,89999601,89999596,-5,5,-1,199
758,AgenteBasico,89999596,89999593,-3,0,-1,195
759,AgenteBasico,89999593,89999588,-5,5,-1,190
760,AgenteBasico,89999588,89999588,0,5,0,185
761,AgenteBasico,89999588,89999583,-5,5,-1,180
762,AgenteBasico,89999583,89999578,-5,5,-1,175
763,AgenteBasico,89999578,89999578,0,5,0,169
764,AgenteBasico,89999578,89999588,10,10,1,164
765,AgenteBasico,89999588,89999588,0,5,0,158
766,AgenteBasico,89999588,89999593,5,5,1,154
767,AgenteBasico,89999593,89999588,-5,5,-1,146
768,AgenteBasico,89999588,89999583,-5,5,-1,139
769,AgenteBasico,89999583,89999578,-5,5,-1,134
770,AgenteBasico,89999578,89999568,-10,10,-1,128
771,AgenteBasico,89999568,89999565,-3,0,-1,120
772,AgenteBasico,89999565,89999560,-5,5,-1,116
773,AgenteBasico,89999560,89999560,0,5,0,109
774,AgenteBasico,89999560,89999560,0,5,0,104
775,AgenteBasico,89999560,89999555,-5,5,-1,95
776,AgenteBasico,89999555,89999560,5,5,1,90
777,AgenteBasico,89999560,89999555,-5,15,-1,85
778,AgenteBasico,89999555,89999550,-5,5,-1,75
779,AgenteBasico,89999550,89999555,5,5,1,70
780,AgenteBasico,89999555,89999555,0,5,0,65
781,AgenteBasico,89999555,89999550,-5,5,-1,60
782,AgenteBasico,89999550,89999555,5,5,1,51
783,AgenteBasico,89999555,89999550,-5,5,-1,46
784,AgenteBasico,89999550,89999555,5,5,1,40
785,AgenteBasico,89999555,89999560,5,5,1,35
786,AgenteBasico,89999560,89999555,-5,5,-1,202
787,AgenteBasico,89999555,89999550,-5,5,-1,196
788,AgenteBasico,89999550,89999555,5,5,1,190
789,AgenteBasico,89999555,89999550,-5,5,-1,184
790,AgenteBasico,89999550,89999555,5,5,1,179
791,AgenteBasico,89999555,89999562,7,5,1,173
792,AgenteBasico,89999562,89999567,5,5,1,168
793,AgenteBasico,89999567,89999572,5,5,1,162
794,AgenteBasico,89999572,89999572,0,5,0,157
795,AgenteBasico,89999572,89999572,0,5,0,152
796,AgenteBasico,89999572,89999577,5,5,1,148
797,AgenteBasico,89999577,89999577,0,5,0,143
798,AgenteBasico,89999577,89999572,-5,5,-1,139
799,AgenteBasico,89999572,89999572,0,5,0,134
800,AgenteBasico,89999572,89999577,5,5,1,129
801,AgenteBasico,89999577,89999582,5,5,1,124
802,AgenteBasico,89999582,89999577,-5,5,-1,119
803,AgenteBasico,89999577,89999572,-5,5,-1,112
804,AgenteBasico,89999572,89999577,5,5,1,107
805,AgenteBasico,89999577,89999577,0,5,0,101
806,AgenteBasico,89999577,89999572,-5,5,-1,93
807,AgenteBasico,89999572,89999582,10,10,1,85
808,AgenteBasico,89999582,89999587,5,5,1,79
809,AgenteBasico,89999587,89999592,5,5,1,72
810,AgenteBasico,89999592,89999587,-5,5,-1,67
811,AgenteBasico,89999587,89999582,-5,5,-1,60
812,AgenteBasico,89999582,89999577,-5,5,-1,53
813,AgenteBasico,89999577,89999572,-5,5,-1,47
814,AgenteBasico,89999572,89999579,7,5,1,42
815,AgenteBasico,89999579,89999584,5,5,1,203
816,AgenteBasico,89999584,89999591,7,5,1,198
817,AgenteBasico,89999591,89999596,5,5,1,194
818,AgenteBasico,89999596,89999603,7,5,1,187
819,AgenteBasico,89999603,89999598,-5,5,-1,181
820,AgenteBasico,89999598,89999603,5,5,1,176
821,AgenteBasico,89999603,89999608,5,5,1,171
822,AgenteBasico,89999608,89999603,-5,5,-1,166
823,AgenteBasico,89999603,89999600,-3,0,-1,160
824,AgenteBasico,89999600,89999600,0,5,0,155
825,AgenteBasico,89999600,89999600,0,10,0,149
826,AgenteBasico,89999600,89999595,-5,5,-1,143
827,AgenteBasico,89999595,89999590,-5,5,-1,136
828,AgenteBasico,89999590,89999585,-5,5,-1,130
829,AgenteBasico,89999585,89999585,0,5,0,124
830,AgenteBasico,89999585,89999575,-10,10,-1,119
831,AgenteBasico,89999575,89999575,0,5,0,111
832,AgenteBasico,89999575,89999575,0,10,0,107
833,AgenteBasico,89999575,89999570,-5,5,-1,101
834,AgenteBasico,89999570,89999577,7,5,1,94
835,AgenteBasico,89999577,89999572,-5,5,-1,88
836,AgenteBasico,89999572,89999572,0,5,0,83
837,AgenteBasico,89999572,89999572,0,5,0,78
838,AgenteBasico,89999572,89999582,10,10,1,73
839,AgenteBasico,89999582,89999582,0,5,0,62
840,AgenteBasico,89999582,89999577,-5,5,-1,58
841,AgenteBasico,89999577,89999582,5,5,1,52
842,AgenteBasico,89999582,89999587,5,5,1,47
843,AgenteBasico,89999587,89999582,-5,5,-1,40
844,AgenteBasico,89999582,89999577,-5,5,-1,202
845,AgenteBasico,89999577,89999567,-10,10,-1,196
846,AgenteBasico,89999567,89999567,0,5,0,190
847,AgenteBasico,89999567,89999562,-5,5,-1,186
848,AgenteBasico,89999562,89999562,0,5,0,180
849,AgenteBasico,89999562,89999567,5,5,1,176
850,AgenteBasico,89999567,89999572,5,5,1,170
851,AgenteBasico,89999572,89999562,-10,10,-1,164
852,AgenteBasico,89999562,89999562,0,5,0,158
853,AgenteBasico,89999562,89999567,5,5,1,154
854,AgenteBasico,89999567,89999567,0,5,0,148
855,AgenteBasico,89999567,89999567,0,5,0,142
856,AgenteBasico,89999567,89999562,-5,5,-1,137
857,AgenteBasico,89999562,89999557,-5,5,-1,132
858,AgenteBasico,89999557,89999562,5,5,1,126
859,AgenteBasico,89999562,89999569,7,5,1,121
860,AgenteBasico,89999569,89999569,0,10,0,116
861,AgenteBasico,89999569,89999579,10,10,1,110
862,AgenteBasico,89999579,89999589,10,10,1,104
863,AgenteBasico,89999589,89999594,5,5,1,98
864,AgenteBasico,89999594,89999601,7,5,1,92
865,AgenteBasico,89999601,89999601,0,5,0,88
866,AgenteBasico,89999601,89999596,-5,5,-1,83
867,AgenteBasico,89999596,89999603,7,5,1,77
868,AgenteBasico,89999603,89999603,0,5,0,72
869,AgenteBasico,89999603,89999598,-5,5,-1,66
870,AgenteBasico,89999598,89999598,0,5,0,61
871,AgenteBasico,89999598,89999595,-3,0,-1,56
872,AgenteBasico,89999595,89999605,10,10,1,51
873,AgenteBasico,89999605,89999610,5,5,1,45
874,AgenteBasico,89999610,89999610,0,5,0,38
875,AgenteBasico,89999610,89999610,0,5,0,34
876,AgenteBasico,89999610,89999610,0,5,0,201
877,AgenteBasico,89999610,89999605,-5,5,-1,197
878,AgenteBasico,89999605,89999600,-5,5,-1,193
879,AgenteBasico,89999600,89999595,-5,5,-1,187
880,AgenteBasico,89999595,89999585,-10,10,-1,180
881,AgenteBasico,89999585,89999590,5,5,1,173
882,AgenteBasico,89999590,89999590,0,5,0,168
883,AgenteBasico,89999590,89999595,5,5,1,162
884,AgenteBasico,89999595,89999590,-5,5,-1,155
885,AgenteBasico,89999590,89999595,5,5,1,150
886,AgenteBasico,89999595,89999600,5,5,1,144
887,AgenteBasico,89999600,89999600,0,10,0,137
888,AgenteBasico,89999600,89999600,0,5,0,132
889,AgenteBasico,89999600,89999595,-5,5,-1,125
890,AgenteBasico,89999595,89999600,5,5,1,119
891,AgenteBasico,89999600,89999595,-5,5,-1,113
892,AgenteBasico,89999595,89999590,-5,5,-1,107
893,AgenteBasico,89999590,89999595,5,5,1,101
894,AgenteBasico,89999595,89999590,-5,5,-1,95
895,AgenteBasico,89999590,89999590,0,5,0,89
896,AgenteBasico,89999590,89999585,-5,5,-1,85
897,AgenteBasico,89999585,89999590,5,5,1,80
898,AgenteBasico,89999590,89999585,-5,5,-1,74
899,AgenteBasico,89999585,89999585,0,10,0,68
900,AgenteBasico,89999585,89999585,0,5,0,60
901,AgenteBasico,89999585,89999580,-5,5,-1,55
902,AgenteBasico,89999580,89999570,-10,10,-1,49
903,AgenteBasico,89999570,89999565,-5,5,-1,43
904,AgenteBasico,89999565,89999560,-5,5,-1,38
905,AgenteBasico,89999560,89999560,0,5,0,201
906,AgenteBasico,89999560,89999555,-5,5,-1,196
907,AgenteBasico,89999555,89999552,-3,0,-1,190
908,AgenteBasico,89999552,89999552,0,10,0,185
909,AgenteBasico,89999552,89999549,-3,0,-1,180
910,AgenteBasico,89999549,89999546,-3,0,-1,176
911,AgenteBasico,89999546,89999551,5,5,1,171
912,AgenteBasico,89999551,89999546,-5,5,-1,164
913,AgenteBasico,89999546,89999541,-5,5,-1,159
914,AgenteBasico,89999541,89999546,5,5,1,154
915,AgenteBasico,89999546,89999541,-5,5,-1,149
916,AgenteBasico,89999541,89999536,-5,5,-1,143
917,AgenteBasico,89999536,89999541,5,5,1,138
918,AgenteBasico,89999541,89999541,0,5,0,133
919,AgenteBasico,89999541,89999536,-5,5,-1,129
920,AgenteBasico,89999536,89999531,-5,5,-1,124
921,AgenteBasico,89999531,89999526,-5,5,-1,118
922,AgenteBasico,89999526,89999521,-5,5,-1,113
923,AgenteBasico,89999521,89999526,5,5,1,108
924,AgenteBasico,89999526,89999521,-5,5,-1,103
925,AgenteBasico,89999521,89999521,0,5,0,97
926,AgenteBasico,89999521,89999516,-5,5,-1,92
927,AgenteBasico,89999516,89999511,-5,5,-1,87
928,AgenteBasico,89999511,89999506,-5,5,-1,82
929,AgenteBasico,89999506,89999501,-5,5,-1,77
930,AgenteBasico,89999501,89999486,-15,15,-1,71
931,AgenteBasico,89999486,89999491,5,5,1,63
932,AgenteBasico,89999491,89999491,0,5,0,56
933,AgenteBasico,89999491,89999486,-5,5,-1,50
934,AgenteBasico,89999486,89999486,0,5,0,45
935,AgenteBasico,89999486,89999476,-10,10,-1,40
936,AgenteBasico,89999476,89999471,-5,5,-1,35
937,AgenteBasico,89999471,89999466,-5,5,-1,29
938,AgenteBasico,89999466,89999466,0,5,0,202
939,AgenteBasico,89999466,89999461,-5,5,-1,197
940,AgenteBasico,89999461,89999456,-5,5,-1,192
941,AgenteBasico,89999456,89999461,5,5,1,188
942,AgenteBasico,89999461,89999456,-5,5,-1,183
943,AgenteBasico,89999456,89999456,0,5,0,178
944,AgenteBasico,89999456,89999461,5,5,1,173
945,AgenteBasico,89999461,89999456,-5,5,-1,167
946,AgenteBasico,89999456,89999451,-5,5,-1,163
947,AgenteBasico,89999451,89999446,-5,5,-1,157
948,AgenteBasico,89999446,89999441,-5,5,-1,151
949,AgenteBasico,89999441,89999441,0,5,0,145
950,AgenteBasico,89999441,89999438,-3,0,-1,139
951,AgenteBasico,89999438,89999438,0,10,0,135
952,AgenteBasico,89999438,89999448,10,10,1,129
953,AgenteBasico,89999448,89999438,-10,10,-1,123
954,AgenteBasico,89999438,89999443,5,5,1,116
955,AgenteBasico,89999443,89999438,-5,5,-1,111
956,AgenteBasico,89999438,89999438,0,5,0,107
957,AgenteBasico,89999438,89999435,-3,0,-1,103
958,AgenteBasico,89999435,89999440,5,5,1,98
959,AgenteBasico,89999440,89999440,0,5,0,89
960,AgenteBasico,89999440,89999440,0,5,0,82
961,AgenteBasico,89999440,89999445,5,5,1,76
962,AgenteBasico,89999445,89999440,-5,5,-1,71
963,AgenteBasico,89999440,89999445,5,5,1,66
964,AgenteBasico,89999445,89999440,-5,5,-1,60
965,AgenteBasico,89999440,89999435,-5,5,-1,56
966,AgenteBasico,89999435,89999430,-5,5,-1,49
967,AgenteBasico,89999430,89999430,0,5,0,43
968,AgenteBasico,89999430,89999425,-5,5,-1,36
969,AgenteBasico,89999425,89999425,0,5,0,203
970,AgenteBasico,89999425,89999430,5,5,1,199
971,AgenteBasico,89999430,89999430,0,5,0,193
972,AgenteBasico,89999430,89999430,0,5,0,187
973,AgenteBasico,89999430,89999425,-5,5,-1,182
974,AgenteBasico,89999425,89999430,5,5,1,177
975,AgenteBasico,89999430,89999425,-5,5,-1,172
976,AgenteBasico,89999425,89999420,-5,5,-1,168
977,AgenteBasico,89999420,89999425,5,5,1,162
978,AgenteBasico,89999425,89999430,5,5,1,156
979,AgenteBasico,89999430,89999425,-5,5,-1,150
980,AgenteBasico,89999425,89999430,5,5,1,143
981,AgenteBasico,89999430,89999425,-5,5,-1,137
982,AgenteBasico,89999425,89999422,-3,0,-1,131
983,AgenteBasico,89999422,89999429,7,5,1,126
